,xtr_0,ytr_0,xte_0,yte_0,modelte_0,epi_0,x_epi_0,y_epi_0
17,0.11737965689150331,0.36045819878289787,-3.3165829145728645,0.8385272362373773,5.3801446,1.0,0.11737966,0.0
18,-0.7192261228095325,-0.7720606736879136,-3.2763819095477387,0.7632183025251686,5.288672,1.0,-0.61977535,1.0
19,-0.6037970218302424,-0.9473027700507853,-3.2361809045226133,0.6757518486236092,5.1972013,1.0,-0.54669523,1.0
20,0.6014891373510733,0.9496004513478512,-3.1959798994974875,0.5775211524135879,5.1057305,1.0,0.6014891,0.0
21,0.936523151438795,0.19809929159558132,-3.1557788944723617,0.4700909584360025,5.014257,1.0,-1.1788902,1.0
22,-0.3731516436815143,-0.9216418095149987,-3.115577889447236,0.3551725526334265,4.922786,1.0,-0.8204324,1.0
23,0.38464523133862816,0.9350494885442237,-3.0753768844221105,0.23459650279236882,4.831313,1.0,-0.60980475,1.0
24,0.7527783045920766,0.70090808384377,-3.035175879396985,0.11028349891127548,4.739842,1.0,0.7527783,0.0
25,0.7892133270076946,0.6148579738067691,-2.9949748743718594,-0.015786242013636178,4.64837,1.0,-0.13872215,1.0
26,-0.8299115772604442,-0.5092805001101812,-2.9547738693467336,-0.14160451942495228,4.556899,1.0,-1.4316001,1.0
27,-0.9218904335342353,-0.2429331468008957,-2.914572864321608,-0.265167138398679,4.465428,1.0,0.89897853,0.0
28,-0.6603391608708622,-0.8757928716116864,-2.8743718592964824,-0.3845058350320108,4.3736873,1.0,0.25531116,1.0
29,0.7562850068588263,0.693008080828926,-2.834170854271357,-0.4977196294756828,4.2818017,1.0,-0.7855447,1.0
30,-0.8033063323338998,-0.5793503144042031,-2.7939698492462313,-0.603005107179614,4.1899166,1.0,-0.9762587,1.0
31,-0.15778474998989567,-0.47564347664689377,-2.7537688442211055,-0.698685145993307,4.0980306,1.0,-0.15778475,0.0
32,0.9157790603010039,0.2615115172452029,-2.7135678391959797,-0.7832356315188906,4.0061455,1.0,-0.98708177,1.0
33,0.06633056994603415,0.20687876961213802,-2.6733668341708543,-0.8553097351604119,3.9142601,1.0,-0.55222505,1.0
34,0.3837542279009467,0.9340534727275798,-2.633165829145729,-0.9137593681374366,3.8223739,1.0,0.38375425,0.0
35,-0.3689687379878741,-0.9164631296221153,-2.592964824120603,-0.9576534697159294,3.7304895,1.0,-1.1297368,1.0
36,0.3730018553631673,0.9214591051805938,-2.5527638190954773,-0.9862928383380029,3.6386042,1.0,0.28540146,1.0
37,0.6692513437947458,0.8619368967665602,-2.5125628140703515,-0.9992212694012756,3.5467193,1.0,-0.45391786,1.0
38,-0.9634234453116164,-0.11465592689973005,-2.472361809045226,-0.9962328222710067,3.454833,1.0,-1.0986794,1.0
39,0.5002886298899349,0.9999995888954083,-2.4321608040201004,-0.9773751007667071,3.3629487,1.0,0.5281023,1.0
40,0.9777221778129894,0.06993071962672012,-2.391959798994975,-0.9429484948674373,3.2710633,1.0,-0.073412985,1.0
41,0.4963313087596788,0.9999335817746025,-2.351758793969849,-0.8935013957148741,3.1791773,1.0,1.0551646,1.0
42,-0.43911201587118964,-0.9817606944298557,-2.3115577889447234,-0.8298214601357254,3.0872917,1.0,-0.19231366,1.0
43,0.578558656902977,0.9696993233590511,-2.271356783919598,-0.7529230638333768,2.995407,1.0,0.10231375,1.0
44,-0.793547986844716,-0.6040618343791608,-2.2311557788944723,-0.6640311431104307,2.9012136,1.0,0.05025623,1.0
45,-0.10421294764818967,-0.32157714175017216,-2.190954773869347,-0.5645616825119184,2.8037112,1.0,0.21450247,1.0
46,0.8171910061861911,0.5432567872377934,-2.150753768844221,-0.4560991592070158,2.7051365,1.0,-0.12536192,1.0
47,-0.412771703252641,-0.9626865821979014,-2.1105527638190953,-0.34037130340411215,2.6065283,1.0,-0.4127717,0.0
48,-0.4244493228273025,-0.9719646042269684,-2.07035175879397,-0.21922157684769095,2.5075111,1.0,-1.4910328,1.0
49,-0.7399428557634447,-0.729091508249454,-2.030150753768844,-0.09457980779484401,2.4082482,1.0,-1.2954756,1.0
50,-0.9612660842594059,-0.12138609547567396,-1.9899497487437188,0.031568549764810244,2.3089223,1.0,-0.30446827,0.0
51,0.3576710658797819,0.9016876210067345,-1.949748743718593,0.15721404296725106,2.2095828,1.0,0.08539045,1.0
52,-0.5767437679998819,-0.9710764736131523,-1.9095477386934672,0.28035522921701517,2.1102552,1.0,-0.24685001,1.0
53,-0.4689066812555476,-0.9952328529567951,-1.8693467336683418,0.3990305577323406,2.010926,1.0,-0.4689067,0.0
54,-0.01685368143932342,-0.052922666230748365,-1.829145728643216,0.5113496156423268,1.9115981,1.0,0.1677749,1.0
55,-0.8932749097658392,-0.32903997491792497,-1.7889447236180902,0.6155232409081798,1.812184,1.0,0.73117983,1.0
56,0.14823521098402614,0.4490435862043659,-1.7487437185929648,0.7098920223913331,1.7122167,1.0,-1.2201356,1.0
57,-0.7065428501883797,-0.7967650352894843,-1.708542713567839,0.7929527330827791,1.6128215,1.0,-0.73430485,1.0
58,0.1786110738065685,0.532137531192738,-1.6683417085427137,0.8633822754312233,1.5134267,0.99999976,-2.0805051,1.0
59,0.39951672004186234,0.9505862494656265,-1.6281407035175879,0.9200587573381745,1.4140315,0.99999976,-0.87683946,1.0
60,-0.7953311423443483,-0.5995879771416541,-1.587939698492462,0.9620793630944631,1.3146362,0.99999905,0.8375682,1.0
61,-0.17188802436086337,-0.5141378396471589,-1.5477386934673367,0.9887747345870026,1.2152416,0.9999974,-0.17188801,0.0
62,0.3888003154554902,0.9395974133185333,-1.507537688442211,0.999719633693478,1.1158463,0.9999933,0.38880032,0.0
63,-0.1716414609461947,-0.5134733036293712,-1.4673366834170856,0.994739716020657,1.0174094,0.9999819,-0.35749784,1.0
64,-0.9000930821078257,-0.308738867450702,-1.4271356783919598,0.9739143080855377,0.9195977,0.9999521,-0.07093998,1.0
65,0.07179281183102315,0.2236363931356314,-1.386934673366834,0.9375751437008247,0.8215564,0.99987364,0.07179281,0.0
66,0.32758929043957763,0.85686217041933,-1.3467336683417086,0.8863010796932088,0.72311056,0.9996655,1.0844291,1.0
67,0.029778224116617125,0.09341465315718374,-1.3065326633165828,0.8209088751292625,0.62466395,0.9991145,0.01583207,1.0
68,0.8891895119816267,0.34113251204191947,-1.2663316582914574,0.7424401809292834,0.5305948,0.9976547,-0.05931333,1.0
69,0.17311008100398584,0.5174269569933274,-1.2261306532663316,0.6521449471151866,0.44341952,0.9937849,-0.14381762,0.0
70,0.806803830575767,0.5703596707333669,-1.1859296482412058,0.551461512003107,0.35624415,0.9835799,-0.525946,0.0
71,-0.725050591707525,-0.760302733673524,-1.1457286432160805,0.4419936905055793,0.26906866,0.95696115,0.6213331,1.0
72,-0.7214473054984829,-0.7676070204119146,-1.1055276381909547,0.3254852265102114,0.18189302,0.8894677,-0.9849312,1.0
73,0.6147825774190476,0.9356852547071152,-1.0653266331658293,0.20379201629015253,0.0806176,0.73229766,-2.048962,1.0
74,-0.20464632602893285,-0.5995313256230842,-1.0251256281407035,0.07885254540747635,-0.017102215,0.49680424,-0.20464632,0.0
75,-0.6692916057661344,-0.8618727591388333,-0.9849246231155777,-0.04734298997155865,-0.10859914,0.37100697,-0.3819799,1.0
76,0.8550171607920678,0.4398907545578962,-0.9447236180904524,-0.1727843854740994,-0.21018505,0.327165,-0.3640106,1.0
77,-0.3044682805089869,-0.817188061143469,-0.9045226130653266,-0.2954734496346705,-0.32555658,0.29773605,-1.0646755,1.0
78,0.5016242062723111,0.9999869817929656,-0.8643216080402008,-0.413455833652135,-0.440928,0.2676754,-1.0508097,1.0
79,0.4519959707009029,0.9886498430406381,-0.8241206030150754,-0.5248521627644684,-0.55629945,0.23702502,-1.7893319,1.0
80,0.7666121824116197,0.6692577986756443,-0.7839195979899496,-0.627887973340859,-0.6727993,0.2062602,0.6572877,1.0
81,0.24734441411121777,0.7011830131926441,-0.7437185929648242,-0.7209219788147161,-0.7824832,0.17903578,0.549784,1.0
82,0.5018848680546744,0.9999824680433314,-0.7035175879396984,-0.802472214201578,-0.8606114,0.15881813,1.4309704,1.0
83,-0.30220331604431494,-0.8130661841223341,-0.6633165829145726,-0.8712396427384599,-0.9318505,0.17390072,-0.10017574,0.0
84,-0.46014421646994785,-0.9921713841391564,-0.6231155778894473,-0.9261288486078412,-0.98563373,0.19230711,2.3604128,1.0
85,0.7917724363921337,0.6084977756797377,-0.5829145728643215,-0.9662654861260219,-1.0394171,0.21055543,0.7052342,1.0
86,-0.14381762025741018,-0.43660036912476935,-0.5427135678391961,-0.9910102074427921,-1.0628748,0.2459389,0.64606255,1.0
87,0.9296800942967711,0.2191239404934049,-0.5025125628140703,-0.9999688468941563,-1.0637976,0.2930647,1.2588373,1.0
88,0.32688299563689616,0.8557161228185352,-0.4623115577889445,-0.9929986997786695,-1.0351588,0.31876767,-1.3666956,1.0
89,0.24339144041824357,0.6922749187942501,-0.42211055276381915,-0.9702107955409863,-1.0005753,0.34256673,-0.22763516,1.0
90,-0.7705080540932496,-0.6601137719422261,-0.38190954773869334,-0.9319681291524347,-0.96599185,0.36590326,-0.75542146,1.0
91,0.8989785174141425,0.31206741650296016,-0.341708542713568,-0.8788798788614606,-0.9231829,0.38914347,0.8550172,0.0
92,-0.10017573304011895,-0.30954200808466925,-0.3015075376884422,-0.8117917024210207,-0.88919234,0.4073553,0.3995167,0.0
93,0.15677922877426353,0.47286238562406413,-0.2613065326633164,-0.7317722663670764,-0.8553834,0.42117548,0.6629056,1.0
94,-0.18372639447743766,-0.5456742418013802,-0.22110552763819102,-0.6400962229271073,-0.7581738,0.43249655,-0.2308082,1.0
95,-0.5259460395139446,-0.9966797451058068,-0.18090452261306522,-0.5382239057242882,-0.64387536,0.44540107,0.14735898,0.0
96,0.8067590411245076,0.5704752437589626,-0.14070351758793986,-0.42777806771021004,-0.5295772,0.45811558,1.0662106,1.0
97,0.1473589733445717,0.44658225032885124,-0.10050251256281406,-0.31051803187416877,-0.4372614,0.4647174,1.4078299,1.0
98,-0.9942593459376821,-0.018033818996919467,-0.06030150753768826,-0.18831166648971728,-0.36054295,0.4676801,0.48083735,1.0
99,0.23428982724144776,0.6713606685046128,-0.0201005025125629,-0.06310563131267392,-0.2990362,0.46857142,-0.18372639,0.0
